run,batch_index,query_indices,query_count,batch_latency_ns,recall_at_10,result_ids
0,25,2,1,340697,1.0,"[[""108"", ""567"", ""935"", ""821"", ""699"", ""500"", ""937"", ""356"", ""329"", ""927""]]"
0,26,29,1,333113,1.0,"[[""540"", ""13"", ""242"", ""0"", ""527"", ""517"", ""324"", ""637"", ""713"", ""225""]]"
0,27,30,1,349543,1.0,"[[""68"", ""533"", ""344"", ""788"", ""179"", ""634"", ""853"", ""364"", ""25"", ""713""]]"
0,28,33,1,328745,1.0,"[[""794"", ""881"", ""703"", ""66"", ""950"", ""783"", ""706"", ""430"", ""653"", ""179""]]"
0,29,53,1,342571,1.0,"[[""11"", ""525"", ""439"", ""264"", ""15"", ""877"", ""524"", ""472"", ""80"", ""291""]]"
0,30,44,1,331380,1.0,"[[""725"", ""632"", ""509"", ""869"", ""990"", ""882"", ""364"", ""486"", ""375"", ""170""]]"
0,31,35,1,330748,1.0,"[[""893"", ""795"", ""504"", ""750"", ""572"", ""240"", ""166"", ""161"", ""555"", ""859""]]"
0,32,43,1,330919,1.0,"[[""468"", ""74"", ""961"", ""139"", ""65"", ""599"", ""660"", ""102"", ""830"", ""57""]]"
0,33,55,1,334475,1.0,"[[""621"", ""486"", ""10"", ""859"", ""410"", ""625"", ""450"", ""128"", ""411"", ""328""]]"
0,34,21,1,331149,1.0,"[[""201"", ""788"", ""895"", ""911"", ""403"", ""772"", ""17"", ""517"", ""342"", ""351""]]"
0,35,39,1,336760,1.0,"[[""356"", ""497"", ""330"", ""924"", ""12"", ""441"", ""158"", ""692"", ""323"", ""470""]]"
0,36,1,1,342140,1.0,"[[""625"", ""653"", ""689"", ""314"", ""155"", ""683"", ""628"", ""560"", ""680"", ""455""]]"
0,37,56,1,346659,1.0,"[[""181"", ""979"", ""105"", ""197"", ""871"", ""416"", ""134"", ""266"", ""107"", ""76""]]"
0,38,32,1,331560,1.0,"[[""858"", ""335"", ""402"", ""301"", ""758"", ""765"", ""209"", ""596"", ""946"", ""549""]]"
